virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				9793	Equus asinus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus; Asinus	15236676	Literature, UniProt
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				9794	Equus hemionus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus; Hemionus		UniProt
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				9796	Equus caballus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus; Equus	15236676	Literature, UniProt
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				9838	Camelus dromedarius	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Camelus		UniProt
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				35506	Hippotigris	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus	15236676	Literature
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				35507	Dolichohippus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus	15236676	Literature
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				319699	Equus asinus x caballus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus	15236676	Literature
185218	African oil palm ringspot virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; unassigned Betaflexiviridae	NC_012519				51953	Elaeis guineensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Arecales; Arecaceae; Arecoideae; Cocoseae; Elaeidinae; Elaeis		Literature
1965064	African pouched rat arterivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Arteriviridae; Nesartevirus	NC_026439				107265	Cricetomys emini	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Nesomyidae; Cricetomyinae; Cricetomys		RefSeq
10497	African swine fever virus	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	NC_001659				6937	Ornithodoros	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Argasidae		UniProt
10497	African swine fever virus	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	NC_001659				6938	Ornithodoros moubata	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Argasidae; Ornithodoros	11831707	Literature, UniProt
10497	African swine fever virus	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	NC_001659				9534	Chlorocebus aethiops	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus		RefSeq
10497	African swine fever virus	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	NC_001659				9823	Sus scrofa	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Sus	11831707	Literature, UniProt
10497	African swine fever virus	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	NC_001659				41426	Phacochoerus africanus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Phacochoerus		UniProt
10497	African swine fever virus	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	NC_001659				85517	Phacochoerus aethiopicus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Phacochoerus	11831707	Literature, UniProt
10497	African swine fever virus	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	NC_001659				273792	Potamochoerus larvatus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Potamochoerus		UniProt
443876	African swine fever virus Benin 97/1	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	AM712239				6937	Ornithodoros	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Argasidae		UniProt
443876	African swine fever virus Benin 97/1	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	AM712239				9823	Sus scrofa	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Sus		UniProt
443876	African swine fever virus Benin 97/1	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	AM712239				41426	Phacochoerus africanus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Phacochoerus		UniProt
443876	African swine fever virus Benin 97/1	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	AM712239				85517	Phacochoerus aethiopicus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Phacochoerus		UniProt
443876	African swine fever virus Benin 97/1	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	AM712239				273792	Potamochoerus larvatus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Potamochoerus		UniProt
686262	African swine fever virus E75	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	FN557520				6937	Ornithodoros	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Argasidae	20171711	Literature
686262	African swine fever virus E75	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	FN557520				9823	Sus scrofa	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Sus	20171711	Literature
443878	African swine fever virus OURT 88/3	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	AM712240				6937	Ornithodoros	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Argasidae		UniProt
443878	African swine fever virus OURT 88/3	Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus; African swine fever virus	AM712240				9823	Sus scrofa	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Suina; Suidae; Sus		UniProt
387423	Agave tequilana leaf virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus; unclassified Vitivirus	NC_034833				386106	Agave tequilana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Asparagaceae; Agavoideae; Agave		RefSeq
944995	Ageratum conyzoides associated symptomless alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	NC_024710				455045	Abelmoschus esculentus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malvales; Malvaceae; Malvoideae; Abelmoschus		RefSeq
1705092	Ageratum conyzoides symptomless alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	NC_028116				1610811	Abelmoschus manihot subsp. tetraphyllus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malvales; Malvaceae; Malvoideae; Abelmoschus; Abelmoschus manihot		RefSeq
1260769	Ageratum enation alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	NC_019547				3469	Papaver somniferum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Ranunculales; Papaveraceae; Papaveroideae; Papaver		RefSeq
188333	Ageratum enation virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_003434				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
666636	Ageratum enation virus associated DNA 1	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	FN543100				19013	Zinnia	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Heliantheae		RefSeq
1386090	Ageratum latent virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Bromoviridae; Ilarvirus; unclassified Ilarvirus	NC_022127, NC_022128, NC_022129				55598	Ageratum houstonianum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
1175505	Ageratum leaf curl betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite; unclassified Begomovirus-associated DNA beta-like sequences	NC_020889				55843	Tagetes patula	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Tageteae; Tagetes		RefSeq
912035	Ageratum leaf curl Buea betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_014746				55597	Ageratum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae		
912035	Ageratum leaf curl Buea betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_014746				55598	Ageratum houstonianum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		
912035	Ageratum leaf curl Buea betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_014746				912033	Ageratum leaf curl Cameroon virus	Viruses; Geminiviridae; Begomovirus	22001569	Literature
743035	Ageratum leaf curl Cameroon alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	NC_014744				55597	Ageratum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae		
743035	Ageratum leaf curl Cameroon alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	NC_014744				55598	Ageratum houstonianum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		
743035	Ageratum leaf curl Cameroon alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	NC_014744				912033	Ageratum leaf curl Cameroon virus	Viruses; Geminiviridae; Begomovirus	22001569	Literature
635076	Ageratum leaf curl Cameroon betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_012557				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
912033	Ageratum leaf curl Cameroon virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_014645				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum	22001569	Literature
298650	Ageratum leaf curl virus - [G52]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Ageratum leaf curl virus	NC_006384				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
169687	Ageratum yellow leaf curl betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_005046				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
187850	Ageratum yellow vein alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites	NC_033555				3888	Pisum sativum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Fabeae; Pisum		RefSeq
185750	Ageratum yellow vein betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_003403				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq
185750	Ageratum yellow vein betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_003403				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
1454227	Ageratum yellow vein China alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	NC_023443				183085	Synedrella nodiflora	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Heliantheae; Synedrella		RefSeq
329288	Ageratum yellow vein China betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite; unclassified Begomovirus-associated DNA beta-like sequences	NC_007067				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
202567	Ageratum yellow vein China virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus	JQ804985				4081	Solanum lycopersicum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon		RefSeq
1329380	Ageratum Yellow vein China virus - OX1	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus	NC_021202				212256	Oxalis corniculata	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Oxalidales; Oxalidaceae; Oxalis		RefSeq
298133	Ageratum yellow vein China virus - [G68]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus; Ageratum yellow vein China virus	AJ849916				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
222078	Ageratum yellow vein China virus - [Hn2]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus; Ageratum yellow vein China virus	NC_004090				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
1311625	Ageratum yellow vein China virus - [Z1]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus; Ageratum yellow vein China virus	JX911332				34245	Zinnia violacea	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Heliantheae; Zinnia		RefSeq
437063	Ageratum yellow vein Hualian virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_010812				4081	Solanum lycopersicum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon		RefSeq
1407058	Ageratum yellow vein India alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites	NC_019546				183063	Parthenium hysterophorus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Heliantheae; Parthenium		RefSeq
1468596	Ageratum yellow vein Pakistan alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites	NC_033271				455045	Abelmoschus esculentus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malvales; Malvaceae; Malvoideae; Abelmoschus		RefSeq
915293	Ageratum yellow vein Singapore alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites	NC_003414				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq
915293	Ageratum yellow vein Singapore alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites	NC_003414				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
222079	Ageratum yellow vein Sri Lanka virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_002981				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana	11853400	Literature
222079	Ageratum yellow vein Sri Lanka virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_002981				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum	11853400	Literature
222441	Ageratum yellow vein Taiwan virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus	NC_004627				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		RefSeq
44560	Ageratum yellow vein virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_004626				3885	Phaseolus vulgaris	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Phaseolus	8847495	Literature
44560	Ageratum yellow vein virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_004626, NC_027040				4081	Solanum lycopersicum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon	8847495	Literature, RefSeq
44560	Ageratum yellow vein virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_004626				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana	8847495	Literature
44560	Ageratum yellow vein virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_027040				55597	Ageratum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae		
44560	Ageratum yellow vein virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_027040				55598	Ageratum houstonianum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		
44560	Ageratum yellow vein virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_004626				68299	Ageratum conyzoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum	8847495	Literature
501251	Ageratum yellow vein virus - [G129]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Ageratum yellow vein virus	AM940137				50207	Sonchus oleraceus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Cichorioideae; Cichorieae; Hyoseridinae; Sonchus		RefSeq
446569	Ageratum yellow vein virus satellite DNA beta-[Ishigaki]	Viruses; Satellites; Tolecusatellitidae; Betasatellite; Ageratum yellow vein betasatellite	AB306522								
446318	Ageratum yellow vein virus-Ishigaki	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Ageratum yellow vein virus	AB306314				55597	Ageratum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae		
446318	Ageratum yellow vein virus-Ishigaki	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Ageratum yellow vein virus	AB306314				55598	Ageratum houstonianum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Asterales; Asteraceae; Asteroideae; Eupatorieae; Ageratum		
683735	Aggregatibacter phage S1249	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_013597				668336	Aggregatibacter actinomycetemcomitans D11S-1	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter		RefSeq
1161931	Agrobacterium phage 7-7-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_019519				861208	Agrobacterium sp. H13-3	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Agrobacterium		RefSeq
41763	Agropyron mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Rymovirus	NC_005903	T40167			4565	Triticum aestivum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Pooideae; Triticeae; Triticinae; Triticum	15449142	Literature
41763	Agropyron mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Rymovirus	NC_005903	T40167			52152	Elymus repens	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Pooideae; Triticeae; Hordeinae; Elymus	15449142	Literature
208013	Agrotis ipsilon multiple nucleopolyhedrovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus	NC_011345				56364	Agrotis ipsilon	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Noctuoidea; Noctuidae; Noctuinae; Agrotis		
10464	Agrotis segetum granulovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus	NC_005839				47767	Agrotis segetum	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Noctuoidea; Noctuidae; Noctuinae; Agrotis		UniProt
1962501	Agrotis segetum nucleopolyhedrovirus A	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus	NC_007921				7088	Lepidoptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		UniProt
1580580	Agrotis segetum nucleopolyhedrovirus B	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus	NC_025960				47767	Agrotis segetum	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Noctuoidea; Noctuidae; Noctuinae; Agrotis		RefSeq
1006583	Aguacate virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; unclassified Phlebovirus	NC_015450, NC_015451, NC_015452				7199	Lutzomyia	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae		RefSeq
1006583	Aguacate virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; unclassified Phlebovirus	NC_015450, NC_015451, NC_015452				252607	Lutzomyia	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae; Lutzomyia		RefSeq
1313215	Aichi virus 1	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Kobuvirus; Aichivirus A	NC_001918				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq
194965	Aichivirus B	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Kobuvirus	NC_004421								
2016454	Ailuropoda melanoleuca papillomavirus 1	Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; unclassified Papillomaviridae; non-primate mammal papillomaviruses	NC_035201				9646	Ailuropoda melanoleuca	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ailuropoda		
2016455	Ailuropoda melanoleuca papillomavirus 2	Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; unclassified Papillomaviridae; non-primate mammal papillomaviruses	NC_035199				9646	Ailuropoda melanoleuca	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ailuropoda		
2016453	Ailuropoda melanoleuca papillomavirus 4	Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; unclassified Papillomaviridae; non-primate mammal papillomaviruses	NC_035193				9646	Ailuropoda melanoleuca	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ailuropoda		
2016448	Aimelvirus 2	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; unclassified Picornaviridae	NC_035198				9646	Ailuropoda melanoleuca	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ailuropoda	28780905	Literature
